feature_index,name,operator,record_source,longitude,latitude,coordinate_is_approximate,coordinate_quality,matched_area,coordinate_method,coordinate_confidence,estimated_accuracy_m,coordinate_warning,original_geometry_status,source_url
364,PASCHIM VIHAR,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.091,28.669,True,approximate_area_centroid,paschim vihar,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/country-liquor
365,RANAJI ENCLAVE,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.007,28.6,True,approximate_area_centroid,ranaji enclave,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/country-liquor
366,SANJAY GANDHI TPT,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.139,28.748,True,approximate_area_centroid,sanjay gandhi transport nagar,fuzzy_locality_centroid,low,2200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/country-liquor
367,SHASTRI PARK,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.25,28.668,True,approximate_area_centroid,shastri park,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/country-liquor
368,SHERPUR KARAWAL NAGAR,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.281,28.735,True,approximate_area_centroid,sherpur karawal nagar,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/country-liquor
369,SHIV MKT,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.1,28.67,True,approximate_area_centroid,shiv market,interpreted_parent_area_centroid,low,3000,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/country-liquor
370,SIRASPUR,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.119,28.759,True,approximate_area_centroid,siraspur,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/country-liquor
371,UTTAM NAGAR,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.056,28.621,True,approximate_area_centroid,uttam nagar,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/country-liquor
372,JAWALA PURI / VISHNU GARDEN,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.092,28.646,True,approximate_area_centroid,vishnu garden,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/country-liquor
373,"M.B. ROAD, PUSHP VIHAR",Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.216,28.529,True,approximate_area_centroid,mb road pushp vihar,fuzzy_locality_centroid,low,2200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/country-liquor
374,ROHINI SECTOR-19,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.111,28.744,True,approximate_area_centroid,rohini sector 19,sector_centroid,medium,800,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/country-liquor
375,Beer & Wine Shop,,OpenStreetMap,77.22132,28.63095,False,exact_mapped_point,Connaught Place / central New Delhi,existing_osm_point,high,30,,precise OSM point,https://www.openstreetmap.org/node/2592537219
376,Liqour Mart,,OpenStreetMap,77.22132,28.63112,False,exact_mapped_point,Connaught Place / central New Delhi,existing_osm_point,high,30,,precise OSM point,https://www.openstreetmap.org/node/12977461522
377,Wine and beer store (liquor too),,OpenStreetMap,77.21011,28.63861,False,exact_mapped_point,Central Delhi / Karol Bagh vicinity,existing_osm_point,high,30,,precise OSM point,https://www.openstreetmap.org/node/10873417008
378,Government Wine Shop,,OpenStreetMap,77.28165,28.63356,False,exact_mapped_point,Gandhi Nagar / East Delhi,existing_osm_point,high,30,,precise OSM point,https://www.openstreetmap.org/node/11738938302
379,Govt. Wine & Beer shop,,OpenStreetMap,77.2834,28.63423,False,exact_mapped_point,Gandhi Nagar / East Delhi,existing_osm_point,high,30,,precise OSM point,https://www.openstreetmap.org/node/11212500518
380,Liquor Vend,Delhi Tourism,OpenStreetMap,77.27751,28.62938,False,exact_mapped_point,Gandhi Nagar / East Delhi,existing_osm_point,high,30,,precise OSM point,https://www.openstreetmap.org/node/10893067294
381,Govt. Wine & Beer Shop,,OpenStreetMap,77.23455,28.54043,False,exact_mapped_point,Kalkaji,existing_osm_point,high,30,,precise OSM point,https://www.openstreetmap.org/node/5128503978
382,Wine and Beer,,OpenStreetMap,77.20668,28.51882,False,exact_mapped_point,Hauz Khas / South Delhi,existing_osm_point,high,30,,precise OSM point,https://www.openstreetmap.org/node/5909689005
383,Kalra's Wine & Beer Shop,,OpenStreetMap,77.28577,28.63709,False,exact_mapped_point,Preet Vihar,existing_osm_point,high,30,,precise OSM point,https://www.openstreetmap.org/node/12066219421
384,Good Spirits (Wine & Beer Shop),,OpenStreetMap,77.30097,28.61971,False,exact_mapped_point,Mayur Vihar II / Preet Vihar,existing_osm_point,high,30,,precise OSM point,https://www.openstreetmap.org/node/13084380066
385,Liquor Vend,,OpenStreetMap,77.28588,28.61949,False,exact_mapped_point,Pandav Nagar / Preet Vihar,existing_osm_point,high,30,,precise OSM point,https://www.openstreetmap.org/node/12917518507
386,Wine and Beer Store,,OpenStreetMap,77.28835,28.67509,False,exact_mapped_point,Shahdara,existing_osm_point,high,30,,precise OSM point,https://www.openstreetmap.org/node/6499447393
387,Government Wine and Beer Shop,,OpenStreetMap,77.292,28.68612,False,exact_mapped_point,Shahdara,existing_osm_point,high,30,,precise OSM point,https://www.openstreetmap.org/node/6412016787
